Date,Location,Country,Text,Sentiment
Mon Dec 26 03:04:22 PST 2011,"Barcelona, Spain",Spain,Roasted bell pepper with cheesy beef on top^_^ #thursday #lunch (@ Traine's Garden Grill) [pic]: http://t.co/ig7MUB4Hfb,neg
Wed Jan 23 09:33:12 PST 2013,NIL,Egypt,Pumpkin Almond Milk Smoothie. It's what's for #breakfast. #vegan http://t.co/KDBr6BUqmN,pos
Thu Jun 03 10:54:33 PDT 2010,MNL ☁ ☂ ϟ,United States,Sarap ng Binagoong Seafood nila. Huhu. #Rbx #Lunch http://t.co/zXWAB5MK95,pos
Fri Jun 28 20:28:25 PDT 2013,Punta Cana,Dominican Republic,Lovely time #nightout#puj#dinner# coworkers#lifeisgood @ La Tavernetta Wine Bar http://t.co/pfRzP3nIbT,pos
Thu Jun 25 07:56:24 PDT 2015,"ÜT: 2.7395535,101.9566913",United States,Chicken with paprika and oregano for #ahmad #bambam today.... #babysfood #lunch #homecooked @ Yan Kitchen http://t.co/ROnwiaXe2P,pos
Wed Jul 28 17:51:50 PDT 2010,Chula Vista .,United States,Chicken Alfredo from la Bellas #dinner,pos
Sun May 29 18:28:56 PDT 2011,NIL,Egypt,Mumsie made pork rib prawn noodle for lunch hahaha yay #lunch #food #foodie #foodporn #foodgasm… http://t.co/WdsnBD8uzo,pos
Thu May 07 20:41:41 PDT 2015,the city & beyond,United Kingdom,"Tonight's pre @barclayscenter pick for #dinner was jamesbklyn. Black kale, pork belly, duck confit,… http://t.co/TrFz3cQwSL",pos
Thu May 07 20:41:41 PDT 2015,the city & beyond,United Kingdom,"Pre @barclayscenter pick for #dinner: @JamesRestNYC. Black kale, pork belly, duck confit, shrimp. #brooklyn #eeeeeats http://t.co/TrFz3cQwSL",pos
Tue Jan 03 01:15:01 PST 2012,NIL,Egypt,Chicken Katsu Currydon... Great flavor! #love #lunch #burpple #delicious #yummy #happytummy #foodie… http://t.co/M5yvN8BMQx,pos
Mon Sep 28 08:27:06 PDT 2015,Singapore,Singapore,"Almost a week, im only eating chicken curry ☺️ @ MPH #delicious #lunch #food  #singapore http://t.co/Es9kiWjNvf",pos
Fri Mar 26 12:57:31 PDT 2010,Panamá,Panama,"Recuerdo del día que me estrene como comedor"" de sushi #Sushi #Lunch #Memories #2013 #SushiLover… http://t.co/Xp26btGAjl""",neutral
Tue May 17 23:03:56 PDT 2011,Philippines,Philippines,Spicy chicken and kimchi rice. #lunch #food #foodporn @ BBQ Chicken & Beer http://t.co/x0GPHFZzap,pos
Wed Oct 28 09:21:32 PDT 2015,CA,Canada,"Tonight's #dinner , #crockpot chicken taco meat, 1/2c quinoa (spiced like stuffing), 1/2c southwest… http://t.co/lA8ojhB01v",neg
Thu May 03 04:43:51 PDT 2012,"Iloilo City, Philippines",Philippines,Grilled chicken pesto ♡ #lunch #food #pasta #foodporn #foodlover http://t.co/UF8UGgN0OE,neutral
Fri Mar 15 14:25:23 PDT 2013,"Gilroy, California",United States,Roast Chicken with Potatoes and Butternut Squash | #CookingLight.com #Dinner #SeasonalEating http://t.co/3bu0kbBXRW,pos
Thu Dec 30 20:14:26 PST 2010,SD/OC/LA,United States,#Dinner at my Favotrite Sushi Spot #BanbuSushi !! 🐠🐟🍣🍲🍚🍱🍜🍴🍷. #sushi #brownrice #proteinRoll    Highly… http://t.co/mxfHICn2jH,pos
Fri Oct 08 06:41:45 PDT 2010,Sa Atay at Balunbalunan. Ü,United States,Chilled Spicy Chicken Pasta Salad 🍗🍝🌱 & Double Hot Chocolate ☕🍫🍫🍫 #lunch @ The Coffee Bean & Tea Leaf http://t.co/di88u7iVbT,neutral
Fri Mar 15 14:25:23 PDT 2013,"Gilroy, California",United States,Chicken Khao Soi | #Dinner http://t.co/p3agPZz7Lt,pos
Mon Mar 09 21:09:03 PDT 2015,"Honolulu, HAWAII",United States,#Dinner yum!! @ Jade Garden Chinese Restaurant http://t.co/2vFpaQbnkW,pos
Sun Jun 07 23:26:54 PDT 2015,Singapore,Singapore,Soybean Sauce Noodle 炸酱面 #instafood #instaframe #Food #foodobession #foodlover #foodporn #lunch… http://t.co/sTP7h1Gzzv,neutral
Mon Aug 01 21:04:10 PDT 2011,"Big Island, HI",United States,Wine and cheese plate for the #foodie #dinner win. Assembly by yours truly @ Gwen's galley http://t.co/Fo86TqosZA,neutral
Sat Sep 07 23:29:00 PDT 2013,"pavia, iloilo",Philippines,Adding this pita bread with beef to my #lunch🍱 #sushi🍣🍙 #pita #Japanese #persian @ Persian Kitchen… http://t.co/HklqoG5zrJ,neg
Sun Nov 20 12:25:16 PST 2011,"Perth, Western Australia ",Australia,The chinese food was nice last night #Australia #friends #family #dinner,pos
Thu Jun 17 18:11:48 PDT 2010,LA,United States,Fake chicken sandwich. Yum!   #yum#dinner #chicken#foodporn #veggiegrill#instafood #photooftheday… http://t.co/J7Rue3zB6e,pos
Sat Feb 06 08:24:23 PST 2010,"Quezon City, Philippines",Philippines,"Chicken Kebab, Mixed Veggies with Pineapples on the side for lunch. 😄😃😀 #lunch #chicken #chickenkebab… http://t.co/J9EmeQnA6o",neg
Fri Mar 13 02:27:15 PDT 2015,Malaysia,Malaysia,"Stir fried brocolli and beef. O"" blood type diet. #food #foodporn #lunch @sarahhosl http://t.co/0aeGxBRj9G""",neutral
Tue Nov 08 07:19:37 PST 2011,Willy Wonka Chocolate Factory,United States,"2 Spicy Chicken McDeluxe , 2 GCB and 1 McChicken ! #Lunch",pos
Mon Jul 30 09:22:44 PDT 2012,Petaling Jaya,Malaysia,Food that I ate yesterday during BFFs outing 2.0 : Sushi Tei & Snowflake #food #foodporn #dinner… http://t.co/IrmCq8U6nX,pos
Mon Sep 07 02:30:53 PDT 2015,Singapore - Batam,Indonesia,salted egg chicken rice from San Yuan Gourmet at #ParkMall #lunch #foodporn #foodgasm #SaltedEgg… http://t.co/LbyYU6pEqn,pos
Sun Jul 28 23:50:57 PDT 2013,"Dallas, Texas",United States,"RT @Albertkoh: Stir fried brocolli and beef. O"" blood type diet. #food #foodporn #lunch @sarahhosl http://t.co/0aeGxBRj9G""",neutral
Mon Sep 07 02:30:53 PDT 2015,Singapore - Batam,Indonesia,salted egg chicken rice from San Yuan Gourmet at #ParkMall #lunch #foodporn #foodgasm #SaltedEgg #chicken #instafo... http://t.co/fa3sDhzHKc,pos
Sat Mar 06 09:10:52 PST 2010,"Makati, Philippines",Philippines,Ate Rissa's imitation of Sentro's Sinigang na corned beef is the bomb! Good job!:) #lunch,pos
Sat Oct 17 23:34:44 PDT 2015,"Bangkok, Thailand",Thailand,Kurobuta Teriyaki ^^ #lunch @ Kasa (คาสะ) http://t.co/iW3PYdhvV7,neg
Fri Dec 09 13:22:30 PST 2011,Kuching,Malaysia,Three layer pork #lunch @ Imperial Duck http://t.co/39awqv8x6b,neutral
Thu May 14 09:31:47 PDT 2015,❁ New Orleans ❁,United States,“@ChickfilA: Celebrate Chicken Month with #ChickfilANuggets! RT if it's time for a #lunch break. http://t.co/5JL0INWpmp” my lunch everyday,neutral
Wed Apr 22 04:28:55 PDT 2015,Umhlanga | South Africa  ,United States,Nothing beats a meeting over breakfast at the Oyster Box 😍 #breakfast #bythesea #lighthouse #hotel… http://t.co/a1TCoLPuyE,neg
Tue Aug 06 17:42:42 PDT 2013,The Gym,India,Morning Gym Bunnies !! Whats everyone having for breakfast? Its going to be egg and avocado for us ! xo #GYMBUNNYBOUTIQUE #Breakfast...,pos
Sat Jun 06 08:32:26 PDT 2015,"Mumbai, India",India,"#Breakfast 1 Egg Cheese Omelet., 1 Mug Green Tea, 1 Mug Caramel Black Coffee. Calories 214",pos
Thu Aug 18 17:19:08 PDT 2011,"Otago, Dunedin",New Zealand,Family lunch today Marinaded rare beef  #dunedin #dunnerstunner #lunch #family #beef #rarebeef… http://t.co/FpvbuKf36a,pos
Thu Aug 18 17:19:08 PDT 2011,"Otago, Dunedin",New Zealand,Family lunch today Marinaded rare beef  #dunedin #dunnerstunner #family #lunch #meal #rarebeef #beef… http://t.co/BbZ6kw3ZhT,neutral
Thu Aug 18 17:19:08 PDT 2011,"Otago, Dunedin",New Zealand,Family lunch today Marinaded rare beef  #dunedin #dunnerstunner #family #lunch #meal #goodday… http://t.co/QE9dW1bfLU,pos
Sat Jun 25 05:40:16 PDT 2011,NIL,Egypt,Sushi Bar!!! Cravings Satisfied!  #Sushi #Lunch #Japanese #PicOfTheDay #igers @ Sushi Tei http://t.co/F3iMuamn9k,pos
Tue Apr 13 09:15:30 PDT 2010,Singapore.,Singapore,This dumpling is simply just too awesome! #dintaifung #lunch http://t.co/KmcmrjABJg,pos
Tue Sep 08 23:32:27 PDT 2015,NIL,Egypt,"#lunch !!! It's sushi time~  Brown rice, tuna, egg, avo. Simple, gorgeous, and delish!! Superyummy!… http://t.co/4NrQvFXBvP",pos
Fri Feb 12 21:42:44 PST 2010,"Disitu tuh.. Iyaaa, disitu..",United States,"Paratha with baby spinach, curry scramble egg white and parmesan cheese.. Happy lunch.. 😘😘 #lunch… http://t.co/bg9rDEzZer",pos
Thu Apr 10 03:44:59 PDT 2008,Indiana,United States,"#dinner sprouts, boiled egg, flax seed, poppyseed dressing. And for my dad: there is no beef :p http://t.co/WxKlZuDzC4",pos
Sat Nov 12 21:28:52 PST 2011,Manila ,Philippines,Curried Noodle Soup http://t.co/gk0o8pe5IQ #food #breakfast,neg
Sun Sep 30 20:42:14 PDT 2012,"Monterey, CA",United States,Cinnamon Roll French Toast Bakes on http://t.co/Ifm8zy6d04 #breakfast #french #toast #cinnamon #roll #bak http://t.co/69APnfm5Yc,neutral
Fri Feb 10 20:19:59 PST 2012,NIL,Egypt,Wsss teriyaki chicken rice plus chicken. #lunch http://t.co/I3XcTQStvB,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Beef and Vegetable Fried Rice http://t.co/2PnAJWgRAx #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Mu Shu-Style Pork Wraps http://t.co/lGz6OOu9Xa  #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Beef and Broccoli Stir Fry http://t.co/bKGdicqRQ5  #yummy #food #foodpeople  #dinner #dinnertonight #lunch,neutral
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Chicken Paprika with Noodles http://t.co/DAlgPgLgBn   #food #yummy #dinner #lunch #recipe #dinnertonight,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Quick Beef and Potato Hash Dinner  http://t.co/E34pBH5HiF  #recipe #food #yummy #dinnertonight #dinner #lunch,pos
Wed Apr 27 02:42:09 PDT 2011,Instagram: yan0bing,United States,Stir fried pasta!! 😍 #love#pasta#yum#stir-fried#lunch http://t.co/aBHwcr6nZU,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Beef and Vegetable Fried Rice http://t.co/t6kOZCWsnH #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Mu Shu-Style Pork Wraps http://t.co/fcrUhYkK6I  #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Beef and Broccoli Stir Fry http://t.co/iitdp5OkVz  #yummy #food #foodpeople  #dinner #dinnertonight #LunchBox,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Crock Pot Macaroni and Cheese  http://t.co/tXyuCMXlG0  #yummy #food #foodpeople #crockpot #dinner #dinnertonight #lunch,neg
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Honey Lemon Chicken http://t.co/RrNzqVDr53  #yummy #dinnertonight #food  #dinner #lunch #recipe,pos
Tue Jul 06 21:49:47 PDT 2010,"Suva, Fiji Islands",United States,Made salad with leftover grilled chicken sausages from lastnight. #lunch http://t.co/dK3lO0dvh4,pos
Thu Apr 16 21:47:32 PDT 2015,Miami FL,United States,Chow time at Chillis! #chillis #corn #corncob #yum #yumm #yummy #food #foodporn #dinner #donthate #fun… http://t.co/UzfKyZTvFs,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Crock Pot Maple and Brown Sugar Ham http://t.co/7nCLMHOzda #food #yummy  #recipe #dinnertonight #dinner #crockpot,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Chicken Paprika with Noodles http://t.co/wNcMkDILtN   #food #yummy #dinner #lunch #recipe #dinnertonight,pos
Thu Apr 04 10:04:33 PDT 2013,NIL,Egypt,Awesome Chicken  http://t.co/SOL8WNCZCp #food #recipe #yummy #dinnertonight #dinner #lunch,pos
Sun Jul 28 23:35:08 PDT 2013,"San Jose, CA",United States,RT @MaggieHighway: Awesome Chicken  http://t.co/SOL8WNCZCp #food #recipe #yummy #dinnertonight #dinner #lunch,pos
Thu Jun 06 06:32:32 PDT 2013,"Antwerp, Belgium",Belgium,7 egg omelette with bacon and a cup of cranberry tea for breakfast #breakfast #brunch #tea #eggs… http://t.co/EamZM8HTFB,neg
Sun Feb 17 00:27:16 PST 2013,Johannesburg,South Africa,Thursday Special - Steak ( 200g ) Egg & Chips R43. Hansa & Castle Draught R16 between 12h00 & 14h00 #lekkerpub #lunch #publunch,pos
Fri Jul 13 00:45:54 PDT 2012,California,United States,Sunny Side Up Owl Egg Shaper ♥ #breakfast #cute #want http://t.co/zsS0BVJp4J,pos
Fri Jan 21 04:22:19 PST 2011,Turkey,Turkey,Mein Tenu Samjhawan Ki #Breakfast with Iphoneman @rishi_modi Have someone to dance..,neg
Thu Jun 13 06:32:59 PDT 2013,NIL,Egypt,RT @MaggieHighway: Honey Lemon Chicken http://t.co/RrNzqVDr53  #yummy #dinnertonight #food  #dinner #lunch #recipe,pos
Thu Jun 13 06:32:59 PDT 2013,NIL,Egypt,RT @MaggieHighway: Crock Pot Maple and Brown Sugar Ham http://t.co/7nCLMHOzda #food #yummy  #recipe #dinnertonight #dinner #crockpot,pos
Tue Aug 07 22:08:33 PDT 2012,"Cebu City, Philippines",Philippines,"Classic #burger with cheese, egg and jalapeño. #lunch #armynavy http://t.co/9AszRPZvxQ",pos
Thu Jan 12 01:24:44 PST 2012,NIL,Egypt,Yummy Chorizo rice with duck egg #food #dinner #friends #fun #goodtimes #meats #meat #yum #indulge… http://t.co/UzMjg1iWGo,pos
Sun Oct 31 16:27:32 PDT 2010,Scotland,United Kingdom,Waiting for my pumpkin spice latter to kick off the day the only way I know how #starbucks #psl #breakfast,neutral
Thu Aug 20 09:38:36 PDT 2015,"Perth, Western Australia",Australia,Choux Puff and Sizzling Tofu #food #cobacoba #girls #asian #nailarts #friends #holiday #dinner :9 http://t.co/xSKMCcjws9,neutral
Sun Oct 31 16:27:32 PDT 2010,Scotland,United Kingdom,"Waiting for my pumpkin spice latte, starting my day the only way I now how #psl #starbucks #breakfast",pos
Sat Feb 18 06:09:24 PST 2012,NIL,Egypt,Love pumpkin #bundtcake in #autumn #breakfast #cake #lematin http://t.co/ZZ9SWOr4Et,pos
Tue Nov 02 12:00:15 PDT 2010,"Soho, London",United Kingdom,"On the train armed with carrots, peas and veggie stock. Yes, that's right, we're making DIY pot noodle inspired by @rivercottage #lunch",neutral
Wed Mar 11 00:17:25 PDT 2015,"Sheffield, England",United Kingdom,"Nothing like a Bacon, Sausage and Egg sandwich to wake you up. #breakfast",neg
Wed Apr 14 00:19:30 PDT 2010,Melaka,Malaysia,chicken salad for #lunch #deritasebelumbahagia #kenyangjugak http://t.co/uEOuIdcgHp,pos
Sat Mar 09 04:01:26 PST 2013,Bristol,United Kingdom,Chargrilled oriental beef with noodles and pal choy #lunch http://t.co/MsM9ktVLQD,pos
Fri Jun 26 03:24:27 PDT 2015,Aachen,Germany,Mein Frühstück :) mit Joghurt und Milch dann noch ;) sogar eigene Äpfel! :D #healthyfood #breakfast… http://t.co/rkYuPez2yG,pos
Mon May 17 02:06:11 PDT 2010,バンコック ,United States,Big lunch :)                   #specialk #lunch #buffet #time before going to chinese #vegetarian… http://t.co/35Zzqv63WA,pos
Wed Sep 15 10:50:36 PDT 2010,NIL,Egypt,by @egggallery: Big lunch :)                   #specialk #lunch #buffet #time before going to chinese #vegetarian… http://...  #veggiebuzz,neutral
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Seafood Chowder http://t.co/8qgTIFW5p2  #recipe #yummy #dinnertonight #dinner #lunch,pos
Mon Sep 30 13:18:01 PDT 2013,NIL,Egypt,"RT @sweettweets27: Waiting for my pumpkin spice latte, starting my day the only way I now how #psl #starbucks #breakfast",neutral
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Pumpkin with Tomato Sauce  http://t.co/aWBqPKU4SA #recipe #yummy #dinnertonight #dinner #lunch,neutral
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Pumpkin Pancakes http://t.co/Usx9livkbL  #yummy #food #recipes #breakfast,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Curried Pumpkin Soup http://t.co/TImtbMnxvx #yummy #food #dinnertonight #recipes #lunch,neg
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,How to Make Chicken Stock  http://t.co/u5p7T0ByMF #yummy #food #dinnertonight #recipes #lunch,pos
Wed Mar 14 23:55:35 PDT 2012,OLYMPIA MALL 3rd FLOOR,United States,Our delicious breakfast buffet will definitely stir your appetite #kuwait #delicious #breakfast http://t.co/Zd7y3TcAJw,pos
Thu Sep 29 04:12:47 PDT 2011,WORLDS,United States,#late #lunch @ Rocket Chicken http://t.co/XOXTXwbImM,neg
Tue Jun 09 07:46:02 PDT 2015,London,United Kingdom,"Today's #Lunch Menu: - Lasagne with Organic, Grass-Fed Beef - Courgette, Lemon & Basil Risotto",neg
Sat Oct 23 13:24:54 PDT 2010,darlington,United States,Steak & red wine pie with mash & gravy ..... #perfect #lunch #darlington,pos
Tue Aug 11 05:10:01 PDT 2015,"Cape town, South Africa",South Africa,lunch of the day. a yummy chicken salad. #nomnom #foodie #salad #healthy #lunch #foodie #foodporn… http://t.co/glv3ohQwVG,pos
Thu Aug 13 08:43:14 PDT 2015,NIL,Egypt,Lunch was the bomb! Roast pork fried rice (the use Japanese rice) #lunch #foodie http://t.co/EImeJspOsZ,pos
Wed Apr 22 05:14:21 PDT 2015,"ÜT: 14.619501,121.0545692",United States,SnR lunch out! #Lateupload we tried their Fried Chicken it was #Masarap #Lunch #FoodTrip http://t.co/AWiuRunAR5,neg
Thu Jul 04 18:36:05 PDT 2013,At your local coffee Shop,United States,"RT @sweettweets27: Waiting for my pumpkin spice latte, starting my day the only way I now how #psl #starbucks #breakfast",neutral
Sat Jan 03 14:27:37 PST 2009,Lossiemouth,United Kingdom,Bacon and scrambled egg pancakes. Breakfast fit for a champion. #breakfast #bacon http://t.co/OTeGfaufC9,neutral
Thu Sep 20 09:52:33 PDT 2012,"Wilmslow, Cheshire UK",United Kingdom,RT @AB111HAIR: “@hawthornsdeli: @AB111HAIR @ZipYardSK9 If you live in #Wilmslow it is compulsory to try our famous Pulled Pork Sandwich #lu…,neg
Tue Jun 12 12:51:11 PDT 2012,Falmouth,United Kingdom,Call Strawberries Sandwich Shop for your lunch deliveries! #lunch #delivery #bacon and egg #sandwich,neg
Sat Sep 08 02:38:52 PDT 2012,NIL,Egypt,Beef & Broccoli #homegrown #organic #dinner #yumyumyum http://t.co/DwNeE1qN31,pos
Mon Sep 23 17:12:59 PDT 2013,NIL,Egypt,Chicken Paprika with Noodles http://t.co/KeILc4YIkC  #comfortfood #dinner #lunch #recipe,neg
Sat Oct 30 18:31:07 PDT 2010,NIL,Egypt,Teriyaki chicken set #lunch #japanese #yum @ Takapuna http://t.co/fO0KklZhIv,pos
Sat Apr 04 23:11:05 PDT 2015,NIL,Egypt,Chicken Paprika with Noodles http://t.co/sYBjdjBXQE  #comfortfood #dinner #lunch #recipe,neg
Sun Jan 30 11:42:50 PST 2011,"Boston, UK",United Kingdom,"Blueberries, chicken and pineapple. #Breakfast #ChowDown http://t.co/BdXXxBERcK",pos
Sat Nov 03 00:22:24 PDT 2012,NIL,Egypt,RT @YengPLUGGEDin: Yummm... #lunch White Chicken with steamed rice... :) http://t.co/7yqiWTv5tn,neutral
Wed Jan 06 16:22:42 PST 2010,"P. Sherman, 42 Wallaby Way",United States,Greens x Spaghetti Bolognese x Grilled Pork x Roasted Chicken #lunch #yum #foodstagram #standard #love… http://t.co/4vu9v5wikw,pos
Tue Jun 15 04:13:46 PDT 2010,Philippines,Philippines,@ Chef Nif's Fried Chicken :) #lunch,pos
Wed May 26 08:28:26 PDT 2010,London Town,United States,Ginger Pig Bacon naan dishoom #breakfast http://t.co/5XSvDqFC6R,neutral
Tue Apr 21 04:11:30 PDT 2015,"Glasgow, Scotland",United Kingdom,Think a breakfast roll and a coffee from Christine's will sort me out. #breakfast,neutral
Wed May 26 08:28:26 PDT 2010,London Town,United States,Ginger Pig Bacon naan @dishoom #breakfast http://t.co/5XSvDqFC6R,neutral
Tue Mar 05 14:08:20 PST 2013,NIL,Egypt,RT @wafsickle: lunch of the day. a yummy chicken salad. #nomnom #foodie #salad #healthy #lunch #foodie #foodporn… http://t.co/glv3ohQwVG,pos
Tue Aug 02 03:54:40 PDT 2011,Liverpool,United Kingdom,"Time to roll out the autumn #breakfast, crumpets and tea. http://t.co/d82kmKdTyF",neg
Wed Apr 27 07:51:43 PDT 2011,"Jasper, Alberta, Canada",Canada,@TheJasperLocal Truly. If there's one more word about the pet pig Im gonna steal a pet hen & find potatoes people are fond of #Breakfast,pos
Thu Jun 13 06:32:59 PDT 2013,NIL,Egypt,RT @LeighannThorpe: Chicken Paprika with Noodles http://t.co/KeILc4YIkC  #comfortfood #dinner #lunch #recipe,neg
Thu Jun 13 06:32:59 PDT 2013,NIL,Egypt,RT @DebiDavies: Chicken Paprika with Noodles http://t.co/sYBjdjBXQE  #comfortfood #dinner #lunch #recipe,neg
Fri Nov 18 04:06:10 PST 2011,Johor Bahru,Malaysia,Sushi King Bonanza! #lunch #theV #gf #bestie #studentlife #potd http://t.co/sA3O2qZY6A,pos
Mon Jul 04 13:36:38 PDT 2011,NIL,Egypt,Bacon egg sausage & beans  for #Breakfast,neutral
Mon May 28 10:46:29 PDT 2012,"Almaty, Kazakhstan",Kazakhstan,#dinner @ Manga Sushi http://t.co/Yn3sitl8Ew,pos
Tue Jun 01 00:25:41 PDT 2010,Newcastle UK,United Kingdom,Some great Specials for #Lunch today - Spidza's BBQ Pulled Pork and home made coleslaw in a stottie. Absolutely first class #Gateshead,pos
Mon May 03 13:22:30 PDT 2010,NIL,Egypt,I love having an Asian Cook in the house #yummy #breakfast,pos
Tue Jun 01 00:25:41 PDT 2010,Newcastle UK,United Kingdom,We've got a Chicken Balti Curry served with basmati rice or chips. Chilli Dog topped with Cheese if you want a bigger kick NE10 0EX #Lunch,neutral
Sat Sep 27 20:15:19 PDT 2008,Southeast Asia,Sweden,Veg Popiah anyone? #vege #food #JoLylove #asian #vegetarian #lunch #salad #green @ Cafe De Sky Garden… http://t.co/ptTbY7D0Z1,neutral
Thu Apr 23 03:17:17 PDT 2015,"London, UK",United Kingdom,@AccessSolicitor @JayGreasley Delighted to hear it's working for you. And if you like #sushi we found a great place y'day - mai sushi #lunch,pos
Tue Jun 15 03:16:56 PDT 2010,Sydney,Australia,#dinner (@ Seafood Empire w/ @staceyt75) http://t.co/xrdbj70uLd,pos
Sat Mar 16 09:38:55 PDT 2013,"Bay Avenue, Business Bay, DXB",United States,It's lunch time. Can we tempt you with a roast beef Panini and a mocha on ice? Comfort food for the weekend ahead! #lunch #Dubai #coffee,pos
Sat Jun 06 08:32:26 PDT 2015,"Mumbai, India",India,"#Lunch 2 Egg Omelet with Cheese, Yogurt, and had a Pear an hour ago #healthy Calories 366",neg
Fri Jan 22 16:13:25 PST 2010,putrajaya,Malaysia,Chicken chop for dinner.. tq @Herera12 #bff #dinner #chickenchop #lotsoflove http://t.co/7LXzOtXJbA,pos
Sat Jun 18 10:11:11 PDT 2011,Bedford,United Kingdom,Just had the sexiest bacon egg + sausage baguette at work #breakfast #oooft,pos
Fri May 25 04:50:20 PDT 2012,Central Coast,Viet Nam,"Chilly change tonight! Soup for #dinner - roasted tomato and capsicum with chilli topped with a cashew, #coconut... http://t.co/ImYtlpJLNP",pos
Sat Mar 23 03:12:25 PDT 2013,Nepal,Nepal,RT @Bone_aka_VaxoJr: Chinese :D #Lunch @Scorr_prafulla @swankallam_ @ShreyaSienna @Saveyygoddess @samdenla24,pos
Tue Mar 17 22:24:35 PDT 2015,Queensland,Australia,Aced it!! Chicken and peanut noodle stir-fry #nofilter #dinner #somethingdifferent #chicken #yum http://t.co/Omeyz4q3x9,pos
Sun May 06 01:04:17 PDT 2012,Bahrain,Bahrain,"Lets all head out to #lunch and have a japanese lunch, maybe chicken katsu curry? #Nu_Asia #Bahrain #break http://t.co/EIRhadMlOU",neg
Fri Aug 21 03:11:33 PDT 2015,Indonesia,Indonesia,Buttermilk Chicken #dinner http://t.co/Y7AmkXAb8O,neutral
Wed May 16 17:32:05 PDT 2012,NIL,Egypt,RT @josephchew: Veg Popiah anyone? #vege #food #JoLylove #asian #vegetarian #lunch #salad #green @ Cafe De Sky Garden… http://t.co/ptTbY7D0…,neg
Thu Jul 23 09:00:03 PDT 2015,London,United Kingdom,Bacon naan roll with Ginger Pig rashers this morning at dishoom #bacon #pork #breakfast @ Dishoom http://t.co/LqxETxcLJl,pos
Wed Mar 27 06:13:42 PDT 2013,Location; Ako lng ang may alam,United States,Beef teriyaki. #Yesterday's #Dinner <3,neg
Fri Sep 20 14:03:02 PDT 2013,NIL,Egypt,What's for #dinner? Here's an idea! Lemon Chicken and Spinach http://t.co/5C3V4UYCFO ##thisiswhyimfull,pos
Sat Jun 09 04:11:07 PDT 2012,Malaysia,Malaysia,Dinner for tonight😋 #yummy #dinner #family #chickenriceshop @ The Chicken Rice Shop http://t.co/zr0uvkkKEF,pos
Mon Nov 01 12:47:00 PDT 2010,North Coast Fixed Gear N.I.,United States,Awesome Thai Sushi from street vendor! #Coffee & #Dinner #Bangkok,pos
Tue Jul 02 15:42:28 PDT 2013,NIL,Egypt,Ive decided that muenster is better than cheddar in egg whites...Nothing is worse than when you can't taste the cheese😠  #breakfast,neg
Sat Oct 03 19:22:17 PDT 2015,"Quezon City, Philippines",Philippines,Chicken Chops. #serenitea #dinner,pos
Sat Oct 16 14:29:59 PDT 2010,Ipswich,United Kingdom,Roll on 12 #LUNCH,pos
Tue May 13 05:51:44 PDT 2008,"The 404, Australia",Spain,"Beautiful roast beef, cooked by the beautiful @5PurpleFairies for dinner. #food #roastbeef #dinner http://t.co/e3KWdQNG0g",neutral
Fri Nov 05 08:19:29 PDT 2010,"PIttsburgh, PA",United States,"New three-ingredient #breakfast #recipe from Coach Claire, Avocado & Egg Toast http://t.co/73k0Ccpt5b http://t.co/UXgvuqot91",neutral
Sat May 23 21:16:24 PDT 2015,"-18.098357,178.437632",Fiji,So i made beef stir fry with garlic rice noodles for dindins #dinner #food #foodie #yummy #Chinese… http://t.co/Oh5mpjtb2L,pos
Wed Nov 16 21:43:12 PST 2011,Selangor,Malaysia,I'm at Sushi Zanmai Restaurant  #dinner,neg
Sat Aug 17 15:44:11 PDT 2013,New Jersey,United States,Nothing like a bagel Sammy of egg n cheese from bagels an beyond..my most favorite breakfast ever! #birthday #breakfast #was #yummy,pos
Thu Jun 13 06:32:59 PDT 2013,NIL,Egypt,"RT @UPMCHealthPlan: New three-ingredient #breakfast #recipe from Coach Claire, Avocado & Egg Toast http://t.co/73k0Ccpt5b http://t.co/UXgvu…",pos
