Date,Location,Country,Text,Sentiment
Tue Oct 01 10:09:32 PDT 2013,Dubai,global,#holispecial #dinner Raj kachori and Dahi wada http://t.co/LHg5JD218b,pos
Mon Sep 30 13:18:01 PDT 2013,Mumbai,global,Aaj toh Ammi ne kya daal banayi. Ungli chaat Gaye hum toh #dinner,neg
Wed Jul 15 08:31:26 PDT 2009,NIL,global,.RT @FitnessMagazine: #Dinner tonight: Indian Enchiladas http://t.co/EJcr6Fxsvb,neg
Mon May 24 00:46:01 PDT 2010,"New York, New York",global,.RT @FitnessMagazine: #Dinner tonight: Indian Enchiladas http://t.co/teEJb4RQSC,neg
Wed May 25 16:14:04 PDT 2011,Shimoga / Udupi,global,My masala rava dosa for dinner. #favorite #dinner #dosa #comfortfood http://t.co/IMq8dqYqg4,pos
Sat Apr 04 23:11:05 PDT 2009,"Anandpur, Sahib, Punjab,India",global,RT @kaur_pardp: Saade lag lag tadke saag vi hafte chaar challe  Tera #lunch #dinner restaurant'an vich bahar challe ✌️✌️,pos
Sat Apr 04 23:11:05 PDT 2009,India,global,Barfi  #indianfood #indianrecipes #homecooking #cooking #food #foodporn #yummy #breakfast #fresh #tasty #delish... http://t.co/fjZsV45aNo,pos
Wed May 11 07:31:33 PDT 2011,"Guadalajara, México",global,RT @_indianrecipe: Barfi  #indianfood #indianrecipes #homecooking #cooking #food #foodporn #yummy #breakfast #fresh #tasty #delish... http:…,pos
Sat Apr 04 23:11:05 PDT 2009,Middle East,global,Dinner. Masala Dosa. #dinner #food #instafood http://t.co/s2mCptKIl5,neg
Sat Feb 12 10:57:16 PST 2011,Paris ,global,Ce soir c'est indian food et homemade SvP! #dinner,pos
Sat Apr 04 23:11:05 PDT 2009,हिंदुस्तान - मुंबई - बोरीवली.,global,तो दिवस किती दूर आहे ते मला उद्या समजेल कारण उद्या #Gargi आऊ बरोबर परत मिटिंग जी आहे … #Sudhakar. My #Dinner is completed - Veg. Biryani ...,neg
Thu Jun 25 02:00:44 PDT 2009,"Mill Valley, CA",global,"Grilled Hampshire Pork Chop: Chinese Long Beans, Soft Polenta, Apricot Walnut Chutney is perfect for #lunch or... http://t.co/C0v8IOicSx",pos
Tue Jan 04 04:57:44 PST 2011,"Stockholm, Sweden",global,Continuing with a mini celebration of Holi. Homemade paneer cheese curry with saffron rice. #dinner #meatlessmonday http://t.co/96TkWV0XlZ,pos
Sat Nov 21 06:00:00 PST 2009,Currently in New York,global,#brunch yesterday at #indianroadcafe #food #foodporn #gimmeeggs (at Indian Road Cafe) http://t.co/kGC6UJe8qU,neg
Sat Nov 21 06:00:00 PST 2009,"San Francisco, CA",global,RT @RecipesSnack: New Snack Recipe Spicy West Indian Pumpkin Soup http://t.co/TdZItxRi7u #snack #recipe,neg
Sat Apr 04 23:11:05 PDT 2009,World of the Taste,global,RT @girlzgourmet: RT @RecipesSnack: New Snack Recipe Spicy West Indian Pumpkin Soup http://t.co/TdZItxRi7u #snack #recipe,neg
Tue Aug 23 15:55:04 PDT 2011,Toronto,global,Some damn good chaat papri 👌#food #chaat #snack http://t.co/9lmBncnl5W,pos
Tue Nov 10 06:01:30 PST 2009,In the Gym,global,Dal Risley Gala on the weekend with this kid @lisamitchell_ #Fun #Dinner #Dance #Formal #Dress #NoFilter http://t.co/TnllHe9GxS,pos
Sat Apr 04 23:11:05 PDT 2009,TRINIDAD,global,Bhindi for #dinner #iloveit http://t.co/Qvg8e2zuGC,neutral
Tue Sep 20 23:37:28 PDT 2011,TRINIDAD,global,Bhindi for #dinner #iloveit http://t.co/Qvg8e2zuGC,neutral
Sat Apr 04 23:11:05 PDT 2009,"Chicago, IL",global,Yogurt marinated chicken with garam masala and baharat. #memawcooks #dinner #tasty @ Memaws Midwest… http://t.co/t93R9y91HJ,pos
Fri Jan 13 02:40:58 PST 2012,NIL,global,Vegetable Ragi Semiya Upma #Recipe. Finger Millet #vermicelli #upma for a healthy #breakfast http://t.co/QbWXSjbTEq #indian #vegan #cooking,neg
Tue Sep 09 20:05:39 PDT 2008,World of the Taste,global,RT @IamHarichandana: Vegetable Ragi Semiya Upma #Recipe. Finger Millet #vermicelli #upma for a healthy #breakfast http://t.co/QbWXSjbTEq #i…,neg
Sun Aug 19 04:54:02 PDT 2012,Kuala Lumpur // Selangor,global,"#Lunch: Self-made #EggInBasket with #wholemeal #bread, Indian style of #mixed #vegetables, #fried… http://t.co/NxPpns1VKm",neutral
Thu Jun 13 19:01:45 PDT 2013,"Chennai,India",global,RT @ITCHotels: Don't forget to try the scrumptious Seh Rangi Pulao at the #Holi #Sunday #Brunch at ITC Sonar today! http://t.co/kylUcXf6lZ,pos
Fri Dec 05 10:20:39 PST 2008,"Strada dei Loggi 136, Perugia",global,#Buongiorno dal nostro #torcolo alias #ciambellone. #Colazione #Breakfast @Montecorneo #haveaniceday #Perugia #food http://t.co/SP7cLux7ew,neg
Fri Feb 24 22:13:00 PST 2012,NIL,global,Indian #sushi for #lunch !! http://t.co/orItWi5VU0,pos
Sat Jan 31 00:50:01 PST 2009,Makati,global,"Chicken curry @ swagat indian cuisine, rada (late post) #dinner #meal #chicken #curry #indian… http://t.co/kIu6l9ZXzS",pos
Tue Nov 15 13:54:47 PST 2011,"Glasgow, Scotland.",global,superscamptramp and I made chicken tikka masala last night (: #meal #homemade #tikkamasala #pitta… http://t.co/H2rP9SZq2v,pos
Sat Apr 04 23:11:05 PDT 2009,NIL,global,#dinner #northern Indian cuisine #naan #tika chicken @ Changi City Point http://t.co/7jBS5dMInh,neutral
Sun Sep 15 01:18:04 PDT 2013,Singapore,global,Indian meals are always so colourful 😍 #Sg #eats #dinner  #spice #tandoori #notatlittleindia http://t.co/Asd5ByjT6Q,pos
Thu Jun 23 13:24:38 PDT 2011,NIL,global,G-shockers!!! #czwe'rekewliketat#gshock#dinner#whilewaiting#haleem @ Haleem's Authentic Indian Cuisine http://t.co/awMi9a2D29,pos
Sat Apr 04 23:11:05 PDT 2009,Staffolo (an),global,RT @CecilCapriotti: #Milan dal #salumaio #brunch @Borsalino_World 🎀🎀🎀🙆💃💃💃💃😎 http://t.co/CxojaMsZXq,pos
Sun Sep 02 20:07:01 PDT 2012,Pittsburgh,global,Just ate too much Indian and I'm okay with it. #lunch,neg
Fri Sep 28 03:50:20 PDT 2012,Pittsburgh,global,Just ate too much Indian food and I'm okay with it. #lunch,neg
Sat Apr 04 23:11:05 PDT 2009,India,global,Sa indian gud  #sweet #dinner #lunch #breakfast #fresh #tasty #delish #delicious #eating #foodpic #foodpics #eat... http://t.co/Gysx6ZgOC0,pos
Sat Apr 04 23:11:05 PDT 2009,Mumbai,global,Sea breeze.  Dahi vada for #dinner. Chilling at home. Best thing after a crazy day. #Mumbai #Summer,pos
Sat Apr 04 23:11:05 PDT 2009,NIL,global,Can't wait to get this cheese naan and chicken tikka mannn #yummy #dinner #later #with #love #ismalouyoubaby😂 @thatladhekii,pos
Sat Mar 17 01:02:49 PDT 2012,NIL,global,RT @shynazirah: Can't wait to get this cheese naan and chicken tikka mannn #yummy #dinner #later #with #love #ismalouyoubaby😂 @thatladhekii,pos
Fri Sep 16 04:34:47 PDT 2011,Tdot • LHR • evr.whr,global,Photo: Tikka flavored chicken breast + some soothing green Alkaline goodness of Kale. . #lunch #Wfh... http://t.co/q4BHmABAbI,pos
Mon Sep 28 19:43:35 PDT 2009,Tdot • LHR • evr.whr,global,Photo: Tikka flavored chicken breast + some soothing green alkaline goodness of kale. . #lunch #wfh #food... http://t.co/lRY3zVmsZL,pos
Sat Apr 04 23:11:05 PDT 2009,"Mohmand , Lahore , Pakistan",global,Daal time... #dinner,neutral
Sat Sep 07 04:53:30 PDT 2013,NIL,global,Had a lovely indian with the girls :-) #fullup#meal,pos
Sat Apr 04 23:11:05 PDT 2009,NIL,global,"Cooking Indian food like a boss, of course with a side of naan! #vindaloo #indian #dinner http://t.co/VhkMGQMTTg",pos
Mon Jul 11 01:56:32 PDT 2011,"Pella, IA",global,Chicken Tikka Marsala w/ Jasmine Rice. #dinner #yesplease http://t.co/NW4CqFbiUn,pos
Sat Apr 04 23:11:05 PDT 2009,India,global,Gulab Jamun  #indianfood #indianrecipes #homecooking #cooking #food #foodporn #yummy #breakfast #fresh #tasty... http://t.co/A9HHU76bUP,pos
Fri Aug 10 04:58:39 PDT 2012,"Guadalajara, México",global,RT @_indianrecipe: Gulab Jamun  #indianfood #indianrecipes #homecooking #cooking #food #foodporn #yummy #breakfast #fresh #tasty... http://…,pos
Mon Mar 19 01:51:32 PDT 2012,dmv/LA,global,Is trying this new East Indian #curry and #masala mix w these chicken breast cuts and potatoes w veggies #dinner,pos
Mon Sep 23 17:12:59 PDT 2013,Los Mochis,global,Let's take a #selfie #nofilter #ck #sunglasses #SoCal #Dinner #WithMyBoo #Gaylife @ Indian Wells… http://t.co/34McfSfjRO,neutral
Fri Nov 12 09:24:53 PST 2010,"ÜT: 34.036903,-118.446408",global,Fresh food and snacks vending machine. Penyelamat di kala lembur...  :P #vending #vendingmachine #dinner http://t.co/HowaenPxF8,pos
Mon Jul 13 05:02:07 PDT 2009,Bay Area / wherever,global,Matar paneer minus tomatoes plus mushrooms plus broccoli plus cream #dinner #clearingoutthefridge #idontthinkthisismatarpaneeranymore,pos
Tue Jan 26 18:21:01 PST 2010,Jakarta,global,#lunch (at Puri Park View Apartment) [pic] — https://t.co/zDBHkXGGU7,pos
Fri May 06 05:53:10 PDT 2011,Islamic Republic Of Pakistan♥,global,Aaloo Wala Paratha. #Breakfast,pos
Thu Sep 03 03:52:21 PDT 2009,"Bloomsbury, London",global,Our mid-week munch of the day is... Khasta Murgh! - A Spicy Chicken Tikka Pie with Wild Berry Chutney #Yum #Delicious #IndianCuisine #Lunch,pos
Wed Jul 28 08:21:45 PDT 2010,"London, UK",global,Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Mon Sep 23 17:12:59 PDT 2013,World of the Taste,global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Mon Sep 23 17:12:59 PDT 2013,"Vancouver, B.C.",global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Tue Nov 10 06:01:30 PST 2009,San Jo Califas/aztlan,global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Mon Jun 04 12:15:36 PDT 2012,"Munich, Germany",global,Indian Dinner Night #Indian #Dinner #Food #Stammtisch #Campustreff #KeepCalm #CholeMasala #RoganJosh… http://t.co/QX0BWDH8Yu,neutral
Mon Sep 23 17:12:59 PDT 2013,"St. John's, NL",global,"Today's naan #pizza has a Hummus base, with Feta cheese, Raisins, Red Onion, and Cherry Tomatoes. #lunch #StJohns",neg
Mon Nov 26 19:02:38 PST 2012,NIL,global,Dinner! First time trying vegetarian Indian food!! (: sinkinchua @peifann #dinner #changiairport… http://t.co/m9vtIMTY8d,neg
Mon Sep 23 17:12:59 PDT 2013,"Potsdam, NY",global,Come escape the dreary weather and treat your stomach to a delicious bowl of Masoor Dal or Tomato Blue Cheese Soup! #lunch,pos
Thu Sep 13 06:29:35 PDT 2012,"Doha, Qatar",global,Fish Biryani ala Agnes 🍛🍴🎣 #piccollage #dinner #comfortfood #spicy #biryani #yummy 😃😀😊☺️😄😉😜😝 http://t.co/gJysTRW1Xs,pos
Mon Sep 23 17:12:59 PDT 2013,NIL,global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Sun Aug 14 07:34:27 PDT 2011,NIL,global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Mon Sep 23 17:12:59 PDT 2013,Liverpool,global,Cooking away the cauliflower and sweet potato saag aloo #dinner http://t.co/kcSkU8nvuC,pos
Mon Sep 23 17:12:59 PDT 2013,The Old Dominion,global,Leftover Indian food makes for a fun brunch. #eggs #brunch #breakfast #colorfulfoods #onthetable… http://t.co/zJSaIvLs5L,pos
Tue Mar 12 03:25:21 PDT 2013,NIL,global,waiting on my Indian taco ! #lunch #nomnom,pos
Mon Sep 23 17:12:59 PDT 2013,"Soneva Kiri, Koh kood Thailand",global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Thu Feb 19 15:02:02 PST 2009,NIL,global,Jazz up your brown bag #lunch with my chutney chicken wrap! http://t.co/225Y9tsUIt #recipe #healthyeating,neutral
Tue Apr 10 06:29:15 PDT 2012,Kolkata,global,A much needed paan after a delicious dinner #paan #food #dinner http://t.co/cxST5B9UXG,pos
Mon Jun 14 08:53:15 PDT 2010,thessaloniki (Greece),global,RT @MostYummyToday: Who would like to try Tarka Dal for #lunch? Simple but #yummy:  http://t.co/mx9IUyMWxZ #recipe http://t.co/RUCyzFxXtD,pos
Sat Sep 08 20:08:21 PDT 2012,"Bay Area, CA",global,"Fresh squeezed organic juice, spinach and mushroom dosa with sambar and a vegan donut #lunch #veganlunch @WholeFoods",pos
Wed Mar 23 08:07:41 PDT 2011,"Ann Arbor, Michigan",global,Naan Pizza  eggplant #lunch  #pizza  #tandoorchef http://t.co/B4Aw2Or5qB,pos
Fri Nov 26 14:33:39 PST 2010,Abertillery south wales,global,Date night Indian #meal #yummy,pos
Tue Jun 16 01:22:53 PDT 2009,"Ocala, FL",global,New post! Garam Masala Salmon: http://t.co/rLcHsY3q2m #salmon #hookedonsalmon #dinner #fitfluential,neg
Mon Nov 05 12:57:53 PST 2012,Newcastle-London-Bombay,global,Fish tikka for #dinner again! Marinating in coriander and Indian basil https://t.co/DfCq9dImVp #indian,pos
Mon Aug 08 07:55:33 PDT 2011,NIL,global,Mutton Biryani and Chicken Kabbab... dinner with family #food #dinner http://t.co/VFdyojoUVN,pos
Sun May 22 08:52:04 PDT 2011,"Columbus, Ohio",global,RT @PBFingers: New post! Garam Masala Salmon: http://t.co/rLcHsY3q2m #salmon #hookedonsalmon #dinner #fitfluential,neg
Wed Mar 14 23:55:35 PDT 2012,Culiacan Sinaloa,global,"#snack time for something delicious, jicama and coconut seasoned with sea salt and lemon chutney http://t.co/QROt8r6kHb",pos
Thu Sep 29 04:12:47 PDT 2011,Riyadh,global,#Dinner #Indian #spicy #delicious #instafood @ Tandoor Indian Cuisine http://t.co/Ha0BTre4cR,pos
Sun Aug 01 14:32:54 PDT 2010,"Hamilton, NJ/India",global,"#Hungry? Pop in those Himalya Fresh Samosas, or Khasta Kachoris, or Aloo Paneer Tikki in the oven for some #tasty #snack!  #HumpDay #food",pos
Sun May 26 00:37:36 PDT 2013,NIL,global,Indian Food #LeGandhi #Dinner #Entree #CrevetteMangue #TDS http://t.co/IYlrneAHGx,neg
Tue Dec 01 00:18:09 PST 2009,New York City,global,Chicken Tandoori 1 Darbar NY Indian Restaurant for #lunch in #midtown #Manhattan  #Chicken #midtownlunch #lunch... http://t.co/Ubo3Y3hG84,pos
Sun Nov 11 22:44:16 PST 2012,New York City,global,#eat #lunch at 1 Darbar NY Indian Restaurant and you choose what's best for you #healthyfood #lunch #indianfood... http://t.co/Sl76eNotFg,pos
Fri Sep 02 14:05:57 PDT 2011,NIL,global,"Japan, Korea, Brazil, Canada, Portugal, and India #dinner #funtimes #cultural http://t.co/p3ZebSQKix",pos
Fri Feb 05 16:41:47 PST 2010,NIL,global,"Vegetable Curry Leaf Basmati Rice, Tandoori Fish, Steamed Broccoli #dinner #homecooking #instavideo… http://t.co/ZFbHpN0A1S",pos
Fri May 22 02:39:06 PDT 2009,NIL,global,Tandoori Fish with Vegetable Fry Curry Leaf Basmati Rice #dinner #basmati #indian #homecooking… http://t.co/QtAVcueTzs,neutral
Mon Sep 02 14:10:53 PDT 2013,UNIVERSAL SKYLINE,global,Indian take out.... #Dinner http://t.co/MV31H7tq4P,neutral
Thu Aug 13 15:26:46 PDT 2009,NIL,global,taking #upma as my #breakfast..... ...... — eating upma,pos
Wed Sep 01 05:55:48 PDT 2010,Shimla,global,So its gonna be Dosa for #Breakfast Haven't eaten it for like months...,neutral
Tue Jun 25 01:47:33 PDT 2013,"Chennai, Tamil Nadu",global,"Chicken Biryani - Chicken 65 #Combo available for #Lunch today from #Aasife #Biryani at #AtchayamFoodbox, DLF Porur http://t.co/R4GohvWkgE",pos
Sat May 07 21:16:06 PDT 2011,Nalla Madras,global,South Indian Masala Mushroom Biryani. So aromatic and YUMMAAAYY! 😁 #lunch #biryani http://t.co/r4MdEg0ti2,neg
Mon May 05 07:06:56 PDT 2008,।। BOMBAY ।।,global,Feels good to eat #lunch at #lunchtime. So when in doubt go for the authentic sound Indian banana leaf… http://t.co/ai5qzvGNPf,pos
Tue Sep 20 23:37:28 PDT 2011,Traralgon,global,Tandoori chicken and pumpkin with mango salad and a lemon and yoghurt dressing and Burgen bread on the side #dinner #nutrition #delicious,neutral
Sat Feb 06 23:20:14 PST 2010,London,global,@DishoomLondon that breakfast was cracking!!!! Bacon naan roll #Bacon #breakfast everyone should try this place!! http://t.co/x5qSJcwxK3,pos
Fri May 18 01:00:29 PDT 2007,NIL,global,Shrimps Biryani with MF Madras Curry paste #kuwait #q8 #qatar #ksa #mfrecipe #bahrain #pastes #lunch #diner http://t.co/lvzzxBAUDy,neg
Thu Jul 04 18:36:05 PDT 2013,"St. John's, NL",global,"Today's fashionably flavourful naan #pizza has a Vegan Chili base w/ Mozzarella, Spinach, Zucchini, and Cherry Tomatoes. #lunch #StJohns",neg
Thu Jul 04 18:36:05 PDT 2013,"Potsdam, NY",global,How about a little Masoor Dal and Naan or Brazilian Black Bean Stew to spice up your day? #lunch,neg
Thu Jul 04 18:36:05 PDT 2013,Chennai,global,Cauliflower-peas-cilantro soup with paneer on toast #nofilter #dinner #food #igerschennai http://t.co/WvoUQiQZwl,pos
Tue Jul 31 11:29:48 PDT 2012,At ma crib ,global,"Had such a lovely dinner at this place, Bombay Palace. Superb Indian Cuisine 👌👳 #dinner #bombaypalace… http://t.co/1kIPrEHNAH",pos
Sun Oct 21 04:50:10 PDT 2012,France,global,Indian food made by the french #indianfood #indiancuisine #notsogood #lunch #instapic http://t.co/pq8WHWFVUJ,pos
Wed Feb 15 21:36:27 PST 2012,"Chennai, India",global,Drumstick leaves adai dosa with coriander tomato onion chutney and few apple cubes. #dinner #today http://t.co/2vmYli1Xwu,pos
Fri Oct 02 06:39:20 PDT 2009,London,global,Lunch and post workout snack fromThe Urban Kitchen... Salmon Tikka (really tasty) + quinoa Salad #lunch Pizza... http://t.co/8coS0b1xjO,pos
Mon Sep 13 00:46:56 PDT 2010,"Hayward, CA",global,Looking for a quick delicious #lunch?  Come visit our Hot to Chaat pop-up at #WholeFoods. Available Weekdays from... http://t.co/t9l9Bx25aJ,pos
Mon Jan 09 14:06:10 PST 2012,CT,global,#Dinner in under 20 min from fridge to table! Try this Naan Flatbread #pizza! http://t.co/jP64f4ZTYF #foodbloggers http://t.co/bUtPPudLbQ,pos
Sat Mar 07 16:36:03 PST 2009,Seattle,global,Yummy indian #food for #lunch from Saffron Spice food truck. #nomnom http://t.co/NZv9Pwa86H,pos
Wed Jun 06 14:27:40 PDT 2012,Reykjavík,global,Kjúklingur í mangó chutney !! #foodporn #mango #dinner @ Stóragerði 27 http://t.co/WvZ6vrHNoU,neg
Tue Jan 08 06:27:33 PST 2013,"Visalia, CA",global,indian food time! #brahma #bull #indian #grub #lunch http://t.co/vVuQ76ZFLc,pos
Sat Jun 29 13:01:55 PDT 2013,"Nairobi, Kenya",global,On my tandoori chicken Naan biryani tip #Indian #LondonThings #Dinner (@ Spice Of Raj) [pic]: http://t.co/eksPYJac7Q http://t.co/8dl9T13ZpV,pos
Thu Jun 16 11:06:43 PDT 2011,London,global,"some biriyani, naan and saag paneer action at #dinner to ugh with felicity_ethnic 😊👌 http://t.co/3cgXU3xyZv",neg
Wed Sep 18 15:39:09 PDT 2013,"Fortunegreen Rd,Westhampstead,",global,Fancy a filling yet healthy option for#dinner?why not try our tandoori chicken? http://t.co/wBrchlS5Lb,neutral
Wed Sep 18 15:39:09 PDT 2013,The Wild |NYC via. D.C|,global,"#Dinner & #Work Saag Aloo, Basmati Rice, Veggie Samosa, Naan & a Mango Lassi. Gotta love NJ/NYC Indian… http://t.co/19oXlDzXFo",pos
Sat Jan 12 06:40:23 PST 2013,The Wild |NYC via. D.C|,global,"Photo: #Dinner & #Work Saag Aloo, Basmati Rice, Veggie Samosa, Naan & a Mango Lassi. Gotta love NJ/NYC... http://t.co/s6JKoV5RWM",pos
Thu Sep 06 09:27:14 PDT 2012,New York,global,#Chicken marinated in tandoori spices being pan cooked for #dinner! I'm on a roll today 😁 #yum #today… http://t.co/avNc2U75MG,pos
Sun Jun 10 07:44:14 PDT 2012,NIL,global,Indian Samosa Casserole. #Vegetarian  #vegan #dinner #food #cooking #Indian http://t.co/qIsByFGs8h,neutral
Sun Jan 06 07:04:58 PST 2013,Melbourne,global,I never have Indian food!! :o Barely...It's so cool! yumm #lunch #indian http://t.co/TVblNbo51G,pos
Sun Jan 30 04:17:59 PST 2011,NIL,global,RT @chintalkakaya: Soft fluffy idlis ready #homemade batter #south indian food #food #dinner http://t.co/07gw9rIeSE,pos
Thu May 31 07:09:11 PDT 2007,"Semarang,Indonesia",global,#Holy#snack @ Pura Dalem Puri http://t.co/2aI1eymhc9,pos
Fri Nov 18 08:41:06 PST 2011,Pennsylvania,global,RT @topateplate: #Dinner in under 20 min from fridge to table! Try this Naan Flatbread #pizza! http://t.co/jP64f4ZTYF #foodbloggers http://…,pos
Thu Jul 18 04:28:59 PDT 2013,Mumbai,global,"It's hard not to love Goa, but it's hard not to love Goan food even more! #TGIF #Mumbai #lunch #Goa #foodporn http://t.co/bHL8Hr8Ebu",neutral
Wed Apr 06 07:53:39 PDT 2011,"Tardeo, India",global,"RT @paagalkhana: It's hard not to love Goa, but it's hard not to love Goan food even more! #TGIF #Mumbai #lunch #Goa #foodporn http://t.co/…",neg
Mon Mar 30 06:06:37 PDT 2009,"18.990002,72.825791",global,"RT @paagalkhana: It's hard not to love Goa, but it's hard not to love Goan food even more! #TGIF #Mumbai #lunch #Goa #foodporn http://t.co/…",neg
Mon Mar 30 06:06:37 PDT 2009,Singapura,global,Lunchie date with jlynj😉 Ceasar salad with tandoori chicken😍 Yummeeh👍 #lunch #salad #happytummy #tgif… http://t.co/Q9MnAzMdvx,neutral
Tue Jun 09 07:46:02 PDT 2009,Mumbai,global,RT @mythpit: http://t.co/NXEmQMQFG1: Roti Masala Papad -light and health snack using left over rotis. #vegetarian #snack http://t.co/gWdFvJ…,pos
Thu Jul 02 03:11:08 PDT 2009,Chennai,global,Aloo Palak Puri  Serve with side dish of choice.  http://t.co/Igd5qeMUH5 #spinach #lunch #puri #potato #recipe #food http://t.co/hhYdTLsGlL,pos
Thu Jan 01 03:17:08 PST 2009,UK,global,RT @awesomecuisine: Aloo Palak Puri  Serve with side dish of choice.  http://t.co/Igd5qeMUH5 #spinach #lunch #puri #potato #recipe #food ht…,pos
Thu Feb 09 02:22:06 PST 2012,World of the Taste,global,RT @awesomecuisine: Aloo Palak Puri  Serve with side dish of choice.  http://t.co/Igd5qeMUH5 #spinach #lunch #puri #potato #recipe #food ht…,pos
Fri Jan 21 04:22:19 PST 2011,Dubai - U.A.E,global,Biryani #Lunch .. 3 O'clock #UCL Draw .. 5:30 PM #PakvInd match hai .. Awesome Friday already :D #BlessedFriday,pos
Tue May 19 04:55:26 PDT 2009,NIL,global,Dinner with housemates #dinner #food (@ Mamak Tandoori House) http://t.co/DTe7qbhqFO http://t.co/mUyCyXCnYu,pos
Sat Oct 23 13:24:54 PDT 2010,"Chennai, Tamil Nadu",global,"Idly, Vendhaiya Dosa and Vadacurry #Combo from @A2BRestaurant available for #Dinner today at #AtchayaFoodbox, CMBT. http://t.co/ZYzteM1wnT",neg
Mon Nov 26 19:02:38 PST 2012,"Chennai, Tamil Nadu",global,"Idly, Vendhaiya Dosa and Vadacurry #Combo from @A2BRestaurant available for #Dinner today at #AtchayamFoodbox, CMBT. http://t.co/HyfdPNwspp",pos
Mon Sep 12 23:27:56 PDT 2011,"St. John's, NL",global,"Today's naan #pizza has a Tomato Red Pepper Chutney base w/ Mozzarella, Zucchini, Marinated Mushrooms, and Shredded Carrot. #lunch #StJohns",neg
Tue Dec 21 23:38:14 PST 2010,"St.John's, Newfoundland",global,"RT @GracieJoes: Today's naan #pizza has a Tomato Red Pepper Chutney base w/ Mozzarella, Zucchini, Marinated Mushrooms, and Shredded Carrot.…",neg
Wed Sep 02 17:07:03 PDT 2009,"Swadlincote, Derbyshire",global,just know I'm going to spend all day hungry cus I know I'm having an Indian later #cantwait #fave #meal,pos
Wed Jul 13 22:21:15 PDT 2011,NIL,global,A favorite #Maharashtrian #snack – sprouts cooked in a spicy masala and served with pav. Can you guess its name? http://t.co/VrcCb4MRLZ,pos
Thu Mar 17 07:59:16 PDT 2011,East London,global,And the luncheon is served. Everyones #favourite: Samosa Chaat. #Friday #lunch #asian #Nepalese #streetfood http://t.co/Y658nZJRyU,pos
Sat Jul 18 23:36:20 PDT 2009,London ,global,Paneer with mixed vegetables #lunch http://t.co/ut4dsngSH9,pos
Mon Apr 09 00:07:18 PDT 2012,askproy@gmail.com,global,Lunching! What's your favorite meal to have for #lunch?  I'm about to get this Chana Masala POPPIN'! http://t.co/vXP6jm5ktR #food #goodeats,pos
Sat Nov 28 15:24:47 PST 2009,Mother Earth,global,RT @AngosturaUSA: Mmm. Something different for #dinner: Chicken Tikka w/ #AngosturaBitters » http://t.co/0R2pP66GGY http://t.co/8jChOtq2xN,neutral
Thu Dec 16 12:05:40 PST 2010,India,global,"#vegan #indianfood #breakfast South Indian breakfast trail#5,pesarattu with ginger chutney@ http://t.co/1aVVZsjfzW http://t.co/s4TPAvO5wC",pos
Sat Nov 28 15:24:47 PST 2009,"New York, NY",global,It's #FoodTruckFriday and that means @DesiFoodTruck Haleem and Puri Bhaji  #lunch #FoodTruck #sohosquare #TGIF http://t.co/Uto31aWuuP,neutral
Wed Jun 13 11:41:38 PDT 2012,India,global,"#vegan #indianfood #breakfast South Indian breakfast trail#5,pesarattu with ginger chutney@ http://t.co/1aVVZsjfzW http://t.co/F6WaBjImee",neutral
Tue Dec 21 10:19:31 PST 2010,NYC,global,Goan Fish Biryani from @indikitch #lunch http://t.co/8uImIzr9hl,pos
Sat Aug 10 11:28:35 PDT 2013,"Noblesville, Indiana",global,Saucy Indian Spiced Chicken with Naan | http://t.co/sqdc1ytpaJ #recipes #delicious #meals #dinner #din http://t.co/pH87n0Ykr3,pos
Tue Jan 10 12:23:53 PST 2012,NIL,global,RT @g_michael_salon: Saucy Indian Spiced Chicken with Naan | http://t.co/sqdc1ytpaJ #recipes #delicious #meals #dinner #din http://t.co/pH8…,pos
Mon May 23 22:55:41 PDT 2011,Liberal Paradise,global,"Tonight's #dinner: chicken makhani in the crock pot, served with garlic naan OBVS",neutral
Thu Dec 10 21:18:11 PST 2009,"Hamilton, Ontario",global,I have no desire to cook #dinner tonight and a strong craving for Indian food #Hamilton #hamont #food #lazy,neutral
Wed Jul 22 16:29:23 PDT 2009,London,global,"Masala paneer, roasted red pepper spinach wraps http://t.co/WKnR747cRS @SaveraPaneer #lunch #Dinner #Vegetarian http://t.co/D8srIWWMxB",neg
