Date,Location,Country,Text,Sentiment
Tue Jul 09 07:43:58 PDT 2013,Melbourne,Australia,Pumpkin falafel with chilli garlic dip #sunday #dinner http://t.co/6Tup8fCqe9,pos
Sat Nov 14 16:11:14 PST 2009,NIL,Egypt,Might as well before heading to Wicked! #SSC #dinner #malate @ Shawarma Snack Center http://t.co/1pS80W5pU8,neg
Sun Apr 28 11:47:51 PDT 2013,London,United Kingdom,"Avocado on toast with slow roast toms, smoked salmon, halloumi & a poached egg #brunch http://t.co/JRbXOzdP2U",neg
Tue May 24 04:14:15 PDT 2011,NIL,Egypt,Hummus Recipe http://t.co/3JEICjgGFb  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Wed Jul 13 06:30:07 PDT 2011,Cameroon,Cameroon,Omg That shawarma was so good! #Lunch,pos
Thu Jan 19 07:30:01 PST 2012,Barcelona,Spain,RT @JamieOliverCom: Super easy Friday #Lunch idea spicy kofta kebabs w/ crunchy salad and cool yoghurt Yhttp://goo.gl/cKxcaZ http://t.co/m7…,pos
Sun Apr 28 11:47:51 PDT 2013,8054 W. 3rd Street LA 90048,United States,RT @dp_nielsen: Dinner at @mypaninicafe with the family!! Love the Chicken Shish Kabob!! #mmm #dinner,pos
Mon Sep 26 18:05:42 PDT 2011,"Oak Harbor, WA",United States,#Paleo Chicken Shawarma #Recipe - How to Make Shawarma at Home #nomnom #yummy #dinner http://t.co/0OKw6DOEOn,pos
Thu Feb 11 20:43:34 PST 2010,NIL,Egypt,Griekse Baklava http://t.co/UHOjgkIWPD #eten #headlines #lunch,pos
Wed Feb 20 18:47:01 PST 2013,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @WeAreMumbai",pos
Tue May 24 04:14:15 PDT 2011,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @ColabaInfo",pos
Fri Jul 08 01:49:57 PDT 2011,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @bandra_buzz",pos
Wed Jul 27 13:00:14 PDT 2011,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @dina @salloni",pos
Thu Jan 19 15:08:02 PST 2012,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @MitziFloresb84",pos
Tue Nov 08 11:12:22 PST 2011,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @KacchiKairi",pos
Thu May 31 13:36:18 PDT 2012,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @nidc13",pos
Thu Mar 26 06:08:27 PDT 2015,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @Niyatim8",pos
Wed May 19 07:04:00 PDT 2010,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @reenananwani10",pos
Wed Jan 02 05:55:33 PST 2013,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @prijesh1984",pos
Mon Feb 06 19:28:55 PST 2012,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @NiranjanBiswal1",pos
Sun Apr 28 11:47:51 PDT 2013,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @Finelychopped",pos
Tue May 28 10:30:48 PDT 2013,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @SanjeevKapoor",pos
Tue Jun 22 04:30:57 PDT 2010,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery @purabinaha",pos
Fri Sep 16 23:52:04 PDT 2011,"BKC,Lower Parel, Nariman Pt",United States,"Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, goes well with a... http://t.co/JOl6xx8w9E",pos
Sun Mar 03 06:41:07 PST 2013,Pakistan,Pakistan,The desi Lebanese shawarma at Damascus #food #dinner #shawarma #lebanese #damascus http://t.co/jTdbwk1IdN,neutral
Tue May 24 04:14:15 PDT 2011,India,India,"RT @paninaro_in: Drive away those Monday blues with our hummus and grilled veggie #sandwich for #lunch today, and a juice from @GoodJuicery…",pos
Sun Feb 08 00:57:43 PST 2009,Guildford,Australia,"Falafel Pitta - hummus, roasted peppers & crumbled falafel in a warm pitta with chive and garlic yoghurt sauce #lunch @YvonneArnaud",neg
Fri Jul 03 06:45:51 PDT 2015,NYC    Don't munch and drive!,United States,"RT @YAT_Cafe: Falafel Pitta - hummus, roasted peppers & crumbled falafel in a warm pitta with chive and garlic yoghurt sauce #lunch @Yvonne…",neg
Tue Apr 14 11:28:42 PDT 2015,pangasinan,Philippines,Beef shawarma for dinner :) Tara kaen! #hungry #dinner #friends #foodstagram @ Magboul Shawarma http://t.co/yJXkTcTv86,pos
Tue Aug 14 03:39:04 PDT 2012,"Maracaibo, Venezuela","Venezuela, Bolivarian Republic of",#menú Crema de Apio. Pollo a la crema con champiñones. Lomo negro. Arroz chino con brocoli y vegetales #vegan Shawarma de pollo #snack,neg
Fri Mar 23 16:03:31 PDT 2012,NIL,Egypt,Keema Kofta kruidige lams gehaktballetjes http://t.co/0NAcmFBgUj #eten #lunch #restaurants,neutral
Fri May 28 03:04:23 PDT 2010,NIL,Egypt,"5:2 dinner keta salmon , halloumi and various greens #5:2 #dinner http://t.co/HS59AXbHvm",pos
Sat Feb 07 10:24:14 PST 2009,New York ,United States,#lunch. Veggies & hummus http://t.co/e8T3clKVeo,pos
Sun Mar 08 10:34:41 PDT 2015,Edinburgh,United Kingdom,Halloumi and pomegranate salad with torn sourdough croutons #lunch http://t.co/j0t4w8VL7g,pos
Wed Sep 15 10:50:36 PDT 2010,NIL,Egypt,Hummus Recipe http://t.co/EQwm7I3sqY  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Mon Mar 04 23:47:56 PST 2013,World of the Taste,United States,RT @LeighannThorpe: Hummus Recipe http://t.co/EQwm7I3sqY  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Fri Apr 22 23:51:54 PDT 2011,NIL,Egypt,RT @LeighannThorpe: Hummus Recipe http://t.co/EQwm7I3sqY  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Thu May 16 06:53:46 PDT 2013,Local ,United States,RT @LeighannThorpe: Hummus Recipe http://t.co/EQwm7I3sqY  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Wed Dec 08 14:01:59 PST 2010,Malang ,Indonesia,Mandi keringat #lariii #breakfast dl http://t.co/dK4tb7fQjk,neg
Wed Jun 10 03:49:55 PDT 2015,"Las Vegas, NV",United States,"Healthy, but simple. Hummus crusted chicken with a wild rice and veggie salad. #dinner #food http://t.co/Z1HlOVA4Do",pos
Sun Apr 28 11:47:51 PDT 2013,NIL,Egypt,Hummus and mashed avocado spread on a brown rice cake with pepper #healthy #vegan #snack #hummus #avocado... http://t.co/ppqhLBAbRy,pos
Mon Jul 05 07:49:58 PDT 2010,NYC - CT - NH,United States,From the Pantry:: Hummus and Avocado Toast - This is an easy... http://t.co/vRj9BgmRoI #avocado #breakfast,pos
Sun Oct 02 08:22:20 PDT 2011,Dublin / Galway.,Ireland,Starvin!! There's some wholewheat pitta and low fat hummus downstairs calling my name. Yum. #breakfast #juicelaterhungrynow,pos
Thu Mar 12 15:34:04 PDT 2015,NIL,Egypt,Hummus Recipe http://t.co/EQwm7I3sqY  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Wed Jun 01 14:40:49 PDT 2011,Dubai,United Arab Emirates,Hummus Falafel wrap #falafel #hummus #food #middleeastern #dinner http://t.co/wwaQyvzfs4,neutral
Wed May 15 03:22:30 PDT 2013,Dubai,United Arab Emirates,Photo: Hummus Falafel wrap #falafel #hummus #food #middleeastern #dinner http://t.co/GWhPd9Qhnh,neg
Tue Jan 15 13:04:41 PST 2013,NIL,Egypt,Hummus Recipe http://t.co/L6S8ykWCB6  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Tue Dec 08 08:56:46 PST 2009,World of the Taste,United States,RT @RileySircher: Hummus Recipe http://t.co/L6S8ykWCB6  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Tue Feb 09 01:25:09 PST 2010,"Bristol, UK",United Kingdom,"Sweet potato risotto and red pepper, sweet corn and halloumi fritters #dinner http://t.co/KbZBXRQNYW",pos
Fri Dec 10 08:06:12 PST 2010,"New York, NY",United States,Poached eggs over grilled Halloumi cheese and roasted tomatoes. @cafemogador #nomnomnom #brunch… http://t.co/dTQvsKFlMS,neg
Wed Oct 03 21:20:16 PDT 2012,Glasgow,United Kingdom,Chicken Shawarma with Rice & Salad. #lebanese #dinner @ The Lebanese http://t.co/R9OrKrgrQW,pos
Thu Mar 22 20:15:03 PDT 2012,NIL,Egypt,Genius addition of #tempura artichokes to halloumi and eggs for #breakfast @ Salt http://t.co/LlVA5Bxtu3,pos
Wed Jul 27 13:00:14 PDT 2011,NIL,Egypt,Hummus Recipe http://t.co/L6S8ykWCB6  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sun Apr 26 11:26:00 PDT 2015,World of the Taste,United States,RT @RileySircher: Hummus Recipe http://t.co/L6S8ykWCB6  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sun May 16 04:58:50 PDT 2010,NIL,Egypt,Left over chilli from last night with a houmous and falafel wrap #lunch #Vegan #vegetarian http://t.co/yVyMymAY12,neg
Wed Jul 03 00:49:40 PDT 2013,NIL,Egypt,Tabouleh salad with heaps of tomato for #lunch - yum! #eatclean #vegan #foodporn #raw #MealsWithME… http://t.co/AjrzQ1qzFi,pos
Thu Mar 12 15:34:04 PDT 2015,NIL,Egypt,Hummus Recipe http://t.co/2Rm1IaRiXj  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Tue Mar 20 06:28:02 PDT 2012,NYC,United States,Just enjoyed a delicious midday #snack at work @Sabra roasted red pepper hummus - needed some protein to keep trucking through the day :),pos
Mon Jun 06 07:44:37 PDT 2011,US,United States,RT @L2Lemonade: Just enjoyed a delicious midday #snack at work @Sabra roasted red pepper hummus - needed some protein to keep trucking thro…,pos
Fri Mar 11 21:55:08 PST 2011,NYC/London,United States,@hbros Hummus Bros was perfect spot for a quick and hearty pre-show bite #hummus #london #snack #foodie #exmouthmarket,pos
Tue Jan 27 11:24:52 PST 2009,Wien,Austria,Yummy Lunch - falafel und humus von neni  #lunch #fitdurch2014 #humus #falafel #yummy #neni http://t.co/fdPvOdkNcb,pos
Tue Jan 05 12:59:10 PST 2010,Puchong~,Malaysia,# shawarma kebab #dinner #sha arab cafe http://t.co/Hq6HfNjJqI,pos
Sun Apr 11 20:12:30 PDT 2010,"Winston Salem, NC",United States,Lima Bean @RootsFoodAVL hummus on vegan blueberry pancakes. Perfect #breakfast for a #snowday http://t.co/JEWvGPnXKb,pos
Sun Jun 02 13:09:10 PDT 2013,"Winston Salem, NC",United States,Lima Bean @RootsFoodAVL hummus on vegan blueberry pancakes. Perfect #breakfast for a #snowday http://t.co/iPGUvISP5G,pos
Fri Oct 23 02:46:39 PDT 2015,"Brooklyn, NY",United States,Homemade Chicken Shawarma #fromscratch #healthy #middleastern #cuisine #blog #recipe #kosher #diy #lunch #dinner #yum http://t.co/E32Y0z5JiU,pos
Sun Oct 18 15:07:10 PDT 2015,"Asheville, NC",United States,RT @veloveggie: Lima Bean @RootsFoodAVL hummus on vegan blueberry pancakes. Perfect #breakfast for a #snowday http://t.co/iPGUvISP5G,pos
Sat May 28 08:14:30 PDT 2011,"London, England",United Kingdom,RT @racheloliviaB: @hbros Hummus Bros was perfect spot for a quick and hearty pre-show bite #hummus #london #snack #foodie #exmouthmarket,pos
Mon Sep 05 14:39:12 PDT 2011,"18, Tirol",Netherlands,RT @JamieOliverCom: Super easy Friday #Lunch idea spicy kofta kebabs w/ crunchy salad and cool yoghurt Yhttp://goo.gl/cKxcaZ http://t.co/m7…,pos
Sat Oct 08 04:03:25 PDT 2011,abudhabi ,United States,by 7porcupine #Yas #VisitUAE Hummus #hummus #dinner http://t.co/qtJSlW5xCH http://t.co/guLzIEW8kz,pos
Tue Aug 10 19:55:32 PDT 2010,"Saratoga Springs, New York ",United States,"Starbucks, and Hummus <3 #Hummus #Starbucks #FuckYea #delicious #ilovehummus #lunch http://t.co/B5DFLFf8rK",pos
Tue Jun 28 02:32:50 PDT 2011,Cartagena Colombia,Colombia,Shawarma !!! #dinner #cena @ El Carmen de Bolívar http://t.co/lscDRrPCsy,neutral
Thu Jun 14 14:03:02 PDT 2012,Zamboanga City,Philippines,Thyme Bread and Homemade Hummus Dip ♥ #lunch #healthyliving #food #gohealthy #stayfit http://t.co/nZ4WRwxClR,pos
Sat Oct 23 22:54:10 PDT 2010,Kajang,Malaysia,Shish Tawook.#nowwalife #bff #lunch #lebanese #food #bff http://t.co/tomzAZlIvR,pos
Mon Jan 25 00:52:01 PST 2010,NIL,Egypt,{Neu auf C&S} Ein schnelles Pausenbrot: Crostini mit Hummus und Cavolo Nero http://t.co/a0lRcnTYKj #vegetarisch #snack #Rezept,pos
Wed Dec 14 03:13:39 PST 2011,Germany,Germany,RT @ChestnutSage: {Neu auf C&S} Ein schnelles Pausenbrot: Crostini mit Hummus und Cavolo Nero http://t.co/a0lRcnTYKj #vegetarisch #snack #R…,pos
Fri Feb 18 07:03:06 PST 2011,"Arch 395, Mentmore Terrace",United States,"Falafel w Tahini Yoghurt, Herb & Barley & Roasted Carrot & Turnip Salad. Tomato & Semolina Soup w Yoghurt & Argan Oil. Toasties  #lunch",neg
Sun Jul 24 08:10:53 PDT 2011,South East London,United States,Valentine's dinner starter toast with pâté and hummus ❤️🍴 #valentinesday #dinner http://t.co/4sCzBCGt8T,neg
Fri Apr 24 03:36:38 PDT 2015,"Ridgewood, New Jersey",United States,#vegetarian falafel with sprouts & dressing on sprouted tortilla makes a less than 5 minute #healthy lunch or #snack http://t.co/A79JD8C1yL,neutral
Tue Nov 16 16:06:54 PST 2010,"Toronto, Canada",Canada,"#vday #dinner with my love! Bruschetta, and grilled halloumi crostini with arugula, pomegranate, and… http://t.co/nmhmJDBhHo",pos
Sun Sep 18 14:51:11 PDT 2011,Serbia,Serbia,Torta zatim novopazarka baklava i hamajlija... #love #good #breakfast http://t.co/BTUK5xcRIK,pos
Tue Sep 08 04:04:39 PDT 2015,NIL,Egypt,#my#lunch#chicken#salad with Lents and pickles and#vitaminwater @ Liberty Shawarma http://t.co/qYdcbtYE6z,pos
Tue Nov 16 16:06:54 PST 2010,"Cleveland, Ohio",United States,"#TWYE Grilled chicken, spinach and hummus on romaine lettuce. Steamed mixed veggies. #Lunch http://t.co/3OjSyRut0h",pos
Tue Jan 15 07:43:36 PST 2013,NIL,Egypt,Falafel #saturday #night #dinner http://t.co/iC2E81C4XX,neutral
Tue Nov 16 16:06:54 PST 2010,NIL,Egypt,Hummus Recipe http://t.co/1zltsU9Xfd  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Tue Nov 16 16:06:54 PST 2010,NIL,Egypt,"raspberries, turkey, almonds, carrots w/ hummus 😊 #lunch #twye http://t.co/UiuU5CsmAn",neutral
Tue Nov 16 16:06:54 PST 2010,NIL,Egypt,Hummus Recipe http://t.co/ChSWG4593J  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Tue Nov 16 16:06:54 PST 2010,World of the Taste,United States,RT @GrandmasComfort: Hummus Recipe http://t.co/ChSWG4593J  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,neutral
Wed Jul 03 09:14:16 PDT 2013,NYC / MIAMI,United States,falafel anyone?  #dinner #ct #roadwarrior #workingmusician,neutral
Wed Sep 05 00:18:02 PDT 2012,NIL,Egypt,Hummus Recipe http://t.co/1zltsU9Xfd  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sun Sep 29 03:48:27 PDT 2013,"Bay Ave. Business Bay, Dubai",United States,"Fattoush salad, try one now! visit us at @BayAvenue, Business Bay #Dubai #UAE #meditteranean #food #lunch #sunday http://t.co/kd2mv6dAmD",neutral
Sat Mar 07 05:26:21 PST 2009,Tel no. 04-399 7196,United States,Chicken Shawarma combo meal @dubaimarinamall #meal #shawarmaday #lunch #family #arabicfood #foodcourt #dubai #tasty http://t.co/va9mKIjpyz,pos
Sat Jan 16 12:29:19 PST 2010,Nairobi,Kenya,CHICKEN SHAWARMA #nomnom #lunch #foodie Shawarma is a Middle Eastern dish of garlicky meat or poultry served on... http://t.co/FWhilSQr8W,neutral
Mon Feb 13 22:27:22 PST 2012,Worldwide,United States,RT @PikaChakula: CHICKEN SHAWARMA #nomnom #lunch #foodie Shawarma is a Middle Eastern dish of garlicky meat or poultry served on... http:…,neg
Mon Aug 02 19:04:33 PDT 2010,NIL,Egypt,Hummus Recipe http://t.co/ChSWG4593J  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,pos
Sat May 30 05:22:35 PDT 2015,World of the Taste,United States,RT @GrandmasComfort: Hummus Recipe http://t.co/ChSWG4593J  #recipe #yummy #food #foodpeople  #dinner #dinnertonight #lunch,neutral
Tue Aug 06 06:24:37 PDT 2013,"manila,philippines",Philippines,Pesto Hummus with wheat toast or Spicy Tuna Sun dried Pesto wheat bread Sandwich? #LUNCH,pos
Thu Feb 05 22:03:52 PST 2009,"Williamsburg, Brooklyn",United States,shawarma swing my way #lunch,neg
Sun Aug 16 10:21:54 PDT 2015,Frankfurt/L.A./Honolulu,United States,"Moroccan"" burgers with Hummus & salad with mozzarella #Dinner #HealthyLiving 🍴 http://t.co/7D1XUaYuwN""",neutral
Tue Sep 20 23:37:28 PDT 2011,Tel Aviv/Cincinnati,United States,"Mexican inspired rice n beans with avocado, chili paste, and red pepper hummus #noms #homemade #brunch… http://t.co/eaO6BYuij0",pos
Sun Dec 18 17:39:50 PST 2011,Toronto,Canada,Sink your teeth into a Raw Falafel plate... #Healthy #TakeAway #Snack!  #WeekendTreat,pos
Mon Jul 01 18:48:07 PDT 2013,"Conway, New Hampshire, USA",United States,RT @BelmonteRaw: Sink your teeth into a Raw Falafel plate... #Healthy #TakeAway #Snack!  #WeekendTreat,pos
Tue Oct 30 05:38:58 PDT 2012,Kuwait,Kuwait,Fruit yogurt and fresh Laban from @albandairy for #dinner  #q8path #kuwait #yogurt #fruit #laban… http://t.co/oZFcGyp09N,pos
Mon Sep 28 18:13:03 PDT 2015,TSC branches ,United States,RT @Q8path: Fruit yogurt and fresh Laban from @albandairy for #dinner  #q8path #kuwait #yogurt #fruit #laban… http://t.co/oZFcGyp09N,pos
Fri Jun 12 16:06:20 PDT 2015,NYC ,United States,#glutenfree hummus - #glutenfreegrub #anguilla #lunch #evianeats #eeeeeats #foodporn #vegan… http://t.co/xBJxLhEqQ9,neutral
Wed Jan 30 13:55:40 PST 2013,"North Jersey, USA",United States,Beef & Chicken Shawarma combo over basmati rice #halal thehalalbros #austin #tx #lunch @ The Halal Bros http://t.co/4J4voHePdr,pos
Sun Jan 04 11:17:20 PST 2009,"Athens, Georgia",United States,Baked falafel for dinner! #falafel #vegan #vegansofig #garbanzobeans #chickpeas #whatveganseat #dinner… http://t.co/VUpwpyY34h,neutral
Thu Oct 13 06:49:24 PDT 2011,"Cobham, Surrey",United Kingdom,"Today's lunchtime special is Warm Halloumi and Lentil Salad, with oven roasted tomatoes.  Also sticky toffee pudding! #Cobham #lunch",pos
Mon Aug 16 08:14:19 PDT 2010,NIL,Egypt,Tandoori Chicken Kabsa with MF Tandoori & Curry paste https://t.co/xkzN3Xy0IP #kuwait #bahrain #ksa #pastes #mfrecipe #lunch #food,pos
Sat Dec 24 09:14:08 PST 2011,"Marrakech, Morocco, Africa",Morocco,#Lunch at #PeacockPavilions in #marrakesh #morocco. Carrot falafel @ Peacock Pavilions http://t.co/5Rz7cwUl23,neutral
Wed Jul 17 12:58:57 PDT 2013,Amsterdam,Netherlands,"Kijk nu al uit naar m'n avondeten: Wraps met falafel en tzatziki, yum! #dinner",pos
Tue Feb 23 14:39:28 PST 2010,NIL,Egypt,Besaqnya kebab shawarma nih.. Not last #supper http://t.co/gQWcORRc7o,neg
Thu Jan 17 08:08:47 PST 2013,NIL,Egypt,Falafel for dinner! - News - Bubblews http://t.co/gnEd6H5nFC #bubblews #falafel #food #yummy #dinner,pos
Sun May 31 17:51:11 PDT 2015,NIL,Egypt,Best Falafel Burger Recipe #MeatlessMonday #Vegetarian #Lunch #Recipe http://t.co/LNf2kwv4yD,pos
Sun Oct 18 06:06:33 PDT 2015,San Francisco,United States,RT @17sirens: Best Falafel Burger Recipe #MeatlessMonday #Vegetarian #Lunch #Recipe http://t.co/LNf2kwv4yD,pos
Sun Jun 26 05:50:22 PDT 2011,NIL,Egypt,Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Thu Jan 10 21:55:22 PST 2013,"Atlanta, Georgia",United States,SHISH KABOBS #SundayNight #Dinner #Veggies #Beef #WhiteRice #Shrimp #FOODIEBITES http://t.co/Ye8ROwlAti,neutral
Fri Jul 10 06:52:37 PDT 2015,Dallas Tx,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Fri Oct 23 10:40:29 PDT 2015,Hills of Kentucky,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Mon May 06 22:12:12 PDT 2013,Missouri/Michigan,United States,"Hallway chillin, jegging wearing, hummus eating, coffee drinking kinda day. #hummus #coffee #snack http://t.co/yMSfwAaHuw",pos
Mon Mar 25 05:05:40 PDT 2013,FL,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Wed Dec 14 00:23:37 PST 2011,Cape Cod,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sun Nov 28 00:42:05 PST 2010,World of the Taste,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Mon Dec 13 06:07:37 PST 2010,Kentucky,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Tue Jun 19 17:12:40 PDT 2012,Tucson,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Nov 14 03:39:04 PST 2009,Vermont,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Fri Oct 04 03:58:27 PDT 2013,"Brooklyn, NY",United States,"Chicken shawarma on a stick, it's what's for dinner! #dinner #supper #chicken #shawarma #israeli… http://t.co/2SssSuI2te",pos
Mon Dec 26 09:16:06 PST 2011,New Jersey,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Mon Jul 19 09:30:02 PDT 2010,New York,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Apr 24 10:07:14 PDT 2010,"Connecticut, Iowa",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Fri Sep 24 07:21:35 PDT 2010,Northern California,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Mar 02 21:10:31 PST 2013,Los Angeles,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Wed Nov 02 07:06:30 PDT 2011,"Memphis, TN",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sun Jan 20 10:46:08 PST 2013,"St. Louis, MO",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Wed Feb 10 06:39:08 PST 2010,"Atlanta, Georgia",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Tue Feb 23 09:20:23 PST 2010,"ÜT: 40.733845,-73.980998",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Wed Nov 10 04:10:25 PST 2010,San Diego,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Jun 20 03:24:50 PDT 2015,USA,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Wed Jan 16 09:43:50 PST 2013,NIL,Egypt,Fresh Organic Peppers W/ Roasted Hummus Go Oh So Perfect Together.☺️ #fitness #vegan #eatclean #healthy #snack #mom http://t.co/kCQmhZ8vbE,pos
Sat Aug 07 07:59:27 PDT 2010,NIL,Egypt,You will like this: Lamb Kofta With Lemon Roast Garlic Yogurt http://t.co/wEVC3DAgg3 #snack #recipe,pos
Sat Jan 12 20:17:53 PST 2013,Louisiana,United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Mar 26 15:36:32 PDT 2011,Georgia,Georgia,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Thu Oct 08 03:01:26 PDT 2015,"Orlando, FL",United States,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Tue Feb 17 05:09:03 PST 2009,Spring Mount,Australia,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
Sat Sep 03 09:54:14 PDT 2011,Toronto- Montréal,Canada,RT @17sirens: Best Falafel Burger #Recipe http://t.co/LNf2kwv4yD #MeatlessMonday #Vegetarian #Lunch #recipeoftheday,pos
